ts0__FREE	ts1__FREE	ts2__FREE	ts3__FREE	ts4__FREE	ts5__FREE	theta0__FREE	theta1__FREE	y0__FREE	y1__FREE	lambda0__FREE	lambda1__FREE	lambda2__FREE	lambda3__FREE	lambda4__FREE	p0__FREE	p1__FREE	p2__FREE	p3__FREE	p4__FREE	beta__FREE	fD__FREE	r__FREE
1.214631985241475398e+01 5.580066383815317010e+01 8.723937794895680042e+01 4.843915270027408582e+01 7.339298176012133013e+01 1.209342176770296788e+02 4.572996774837747580e+02 5.207830691245242178e+02 1.227352064263547815e+00 2.265885514196516404e+00 9.106839710231959817e-01 1.710281815467087352e+00 4.866728471647142062e-01 6.571144390822846182e-01 9.941929024156591410e+00 3.854679769564074432e-01 3.559690576785689009e-01 3.971456868457400868e-01 2.428096129183604790e-01 9.160430489187693093e-02 3.551903796717310602e-01 9.973945156998886841e-01 3.049404425299832688e+00
1.214174331553473074e+01 5.580853558377756229e+01 8.723731780617083587e+01 4.842551828442122996e+01 7.339153549100265650e+01 1.209477941384879358e+02 4.573577456926611262e+02 5.207859188208011574e+02 1.218170815869684454e+00 2.289471665553063140e+00 8.851996606404985979e-01 1.697975388457114043e+00 5.297113034419220767e-01 6.540171111700554540e-01 9.935053213035775599e+00 3.828516033538985619e-01 3.562856480114471314e-01 3.950866925443107247e-01 2.445929978716706032e-01 9.485690052294061536e-02 3.532655912997819114e-01 9.926318388436837781e-01 3.048207635223264322e+00
1.215881230143665448e+01 5.579641189950249469e+01 8.724174953743597882e+01 4.841630160608155364e+01 7.339895018073642063e+01 1.209455748716437995e+02 4.573543547863210392e+02 5.207794856392490601e+02 1.205774968098919819e+00 2.315367914074819566e+00 8.850917193604284083e-01 1.715276965744022331e+00 5.313449859403145403e-01 6.718761544973930189e-01 9.932589735522460828e+00 3.909990761175964336e-01 3.565319704902856768e-01 4.001191970176622981e-01 2.444536195524597555e-01 8.746691876228082640e-02 3.569153040277602829e-01 9.980980270237590490e-01 3.041490275180717795e+00
1.216344478679960872e+01 5.577974950636281903e+01 8.721827532071390010e+01 4.840085092945186318e+01 7.342174669098490369e+01 1.209429425974574031e+02 4.573500885727447667e+02 5.208046316167664145e+02 1.182931379043774989e+00 2.349367731899997480e+00 8.808108820277408268e-01 1.712109852584717595e+00 5.504102867738212002e-01 6.704688194642763888e-01 9.940606049281257128e+00 3.836451190217451956e-01 3.539610869993670694e-01 3.934390327464172277e-01 2.381194601589131377e-01 7.636724890871179894e-02 3.535508339292338653e-01 9.971494324759493377e-01 3.049653457397049294e+00
1.214854507390965210e+01 5.579770720450054000e+01 8.718638186354147024e+01 4.838550462394322693e+01 7.345202830759038193e+01 1.209502035096062968e+02 4.573494770228400057e+02 5.208190499023655775e+02 1.205231955709559655e+00 2.390260392280812329e+00 8.867922763135643871e-01 1.714205470490425709e+00 5.677480358526021398e-01 6.780541247572813290e-01 9.957486318627855937e+00 3.838349681157272042e-01 3.535654343423903501e-01 3.919182709076173832e-01 2.344395950185406141e-01 6.376881126129356481e-02 3.542954151650319350e-01 9.979210275052861068e-01 3.015077815530535332e+00
1.212012275782259607e+01 5.582378122232630346e+01 8.717902768347813947e+01 4.833981212587863752e+01 7.348945399572745885e+01 1.209634177321517257e+02 4.573547212073491437e+02 5.208214950975633428e+02 1.204574887068710964e+00 2.453677963795434014e+00 8.872557434828616252e-01 1.699784634904005554e+00 5.895336327837134016e-01 6.889536955707241672e-01 9.959682471227369049e+00 3.790479693473040590e-01 3.496988122054267012e-01 3.898641149604903933e-01 2.304529146454750987e-01 6.510958860448855245e-02 3.513568101023424872e-01 9.996037806523022651e-01 2.973775841144701726e+00
1.210872142431786713e+01 5.583353290208409447e+01 8.716784662056690536e+01 4.830796127595349532e+01 7.349619562786350002e+01 1.209691584104984940e+02 4.573876890486885713e+02 5.208412276578023921e+02 1.214112527820164100e+00 2.510628724690374902e+00 8.945493175107640527e-01 1.718089962502580947e+00 6.097687525487923699e-01 6.770283308058278049e-01 9.961719707865761109e+00 3.824002568500016186e-01 3.485658961569879644e-01 3.903929448402494451e-01 2.310997776319424213e-01 6.068374903572027607e-02 3.529014391105648740e-01 9.983838411924697009e-01 2.946054705976481447e+00
1.211045685219417933e+01 5.582259853862242949e+01 8.714576792901428348e+01 4.828637573526224003e+01 7.351159280402404761e+01 1.209581473067528492e+02 4.573827175764220101e+02 5.208538754290951829e+02 1.208702317878311172e+00 2.547007658965875887e+00 8.975737054528688530e-01 1.714234643147173776e+00 6.106512593783253173e-01 6.942358284128181678e-01 9.997245282568227864e+00 3.766472568766742191e-01 3.434703420624832249e-01 3.856480402570051091e-01 2.216158289418547200e-01 4.461162099979762430e-02 3.496782044468802475e-01 9.978579239414885338e-01 2.925212940621668256e+00
1.210968107403363270e+01 5.582159630061245537e+01 8.714474077269653662e+01 4.831085070303399220e+01 7.348491164603551340e+01 1.209669693261659660e+02 4.573657335830708917e+02 5.208355597383012991e+02 1.212032815805662356e+00 2.521742740726943044e+00 9.100945081064089059e-01 1.715385320878415110e+00 6.036762003331634929e-01 6.855683114856536697e-01 9.975251590094250886e+00 3.718991929595651391e-01 3.507515616541270198e-01 3.839838898128562494e-01 2.222792678648780329e-01 4.918394440209123558e-02 3.496406018242579905e-01 9.996057410878367300e-01 2.943132058361876080e+00
1.211673829697848070e+01 5.584192389768859499e+01 8.710997208979601680e+01 4.828724860040103550e+01 7.350498280318436173e+01 1.209776444939735853e+02 4.574064003005743757e+02 5.208656037111636579e+02 1.218663504106671569e+00 2.592388895070455224e+00 9.091937647531426192e-01 1.708161917259370943e+00 6.685463604579914287e-01 6.838569460536911837e-01 9.991549262160091871e+00 3.820626295916059179e-01 3.461861618350710601e-01 3.871354478002057564e-01 2.273120038525061615e-01 4.593623087758568618e-02 3.523518751993707787e-01 9.990320438430456695e-01 2.879728053139740673e+00
