# promoter  mean_mRNA  Fano_factor
5DL1  0.045503874156  1.58545454545
5DL1  0.109235878172  1.21636363636
5DL1  0.138340962307  1.12090909091
5DL1  0.159772826811  1.58545454545
5DL1  0.184524928565  2.58454545455
5DL1  0.187741939923  1.05090909091
5DL1  0.214342976704  1.75090909091
5DL1  0.297665229097  2.26636363636
5DL1  0.526543830812  3.98454545455
5DL1  1.81711669699   4.82454545455
5DL1  1.83817556694   4.06727272727
5DL1  2.23592834503   4.61454545455
5DL1  3.86505753607   3.49454545455
5DL1  4.18972148918   2.66090909091
5DL1  4.8948732583    3.23363636364
5DL1  4.8948732583    2.70545454545
5DL1  5.12575839639   3.07454545455
5DL1  5.46111180055   2.67363636364
