ts0__FREE	ts1__FREE	ts2__FREE	ts3__FREE	ts4__FREE	ts5__FREE	theta0__FREE	theta1__FREE	y0__FREE	y1__FREE	lambda0__FREE	lambda1__FREE	lambda2__FREE	lambda3__FREE	lambda4__FREE	p0__FREE	p1__FREE	p2__FREE	p3__FREE	p4__FREE	beta__FREE	fD__FREE	r__FREE
8.633847080745550073e+00 3.679679453922587129e+01 7.794245812287536523e+01 4.319333431254213451e+01 8.422140921439579131e+01 1.520284842970219756e+02 4.580803507044208231e+02 5.275963536974542194e+02 1.058851707293916089e+00 2.328475280904787059e+00 6.926733140837172675e-02 5.972861963853131506e+00 5.209868647449857892e-01 4.615644752873489409e+00 6.243277984895248878e+00 6.785204760665659585e-01 3.994835645365253929e-01 4.884399417032919688e-01 3.515183021102358807e-01 1.790021888078376089e-01 4.218347381727152734e-01 9.897703425663996191e-01 6.577832814409414475e+00
8.627441226437946753e+00 3.679828679230982402e+01 7.795382403728704901e+01 4.320236369027541201e+01 8.420386748130508181e+01 1.520505772506024300e+02 4.580753681184432367e+02 5.276035428701140972e+02 1.050109266070210268e+00 2.329947730792090166e+00 5.666314139473564021e-02 5.974764990934642306e+00 5.273186969413576897e-01 4.611318677674489663e+00 6.239334740182001404e+00 7.064904631153016146e-01 3.838285431230413214e-01 4.813530904560925916e-01 3.450440530981362386e-01 1.826798019874512902e-01 4.134422686621588849e-01 9.979165912363120450e-01 6.552716800058208335e+00
8.612578339338506694e+00 3.680561846671663062e+01 7.795190193577465720e+01 4.320203900193254043e+01 8.420982369830332459e+01 1.520290141977130531e+02 4.580897633240126083e+02 5.275999915117945420e+02 1.050179151555108215e+00 2.329630907614395063e+00 6.307657885465266234e-02 5.990123224041720817e+00 5.266106096882180454e-01 4.601603601572926472e+00 6.249237716280964250e+00 6.945035068846455717e-01 3.885242276305004849e-01 4.839525593643101420e-01 3.502449017586325430e-01 1.773150519343146547e-01 4.176250415477578137e-01 9.918971922078555492e-01 6.535952366161685845e+00
8.602482350149367463e+00 3.680593147051420999e+01 7.794453226788611744e+01 4.320057355121228682e+01 8.418511887045539765e+01 1.520204467867082485e+02 4.580785548431258576e+02 5.276038603322559766e+02 1.035582531511431092e+00 2.340195736551243577e+00 5.956876656452503305e-02 5.998053536140914410e+00 5.113666447360908363e-01 4.587403543918260773e+00 6.254380411856135247e+00 6.980789770784934234e-01 3.872450325751371492e-01 4.823624239679464298e-01 3.476800962579746357e-01 1.825443540212765003e-01 4.138439211967162579e-01 9.994737322103125488e-01 6.524160820750499745e+00
8.585179954271659142e+00 3.682005244883418271e+01 7.793464783667856466e+01 4.319615938876764716e+01 8.419032176625664476e+01 1.520206519339786837e+02 4.580877259641321189e+02 5.276034005346441518e+02 1.037408823995739748e+00 2.327159497561840595e+00 6.239259120946207687e-02 5.992824321777045604e+00 5.280503769472494335e-01 4.575991287956767017e+00 6.259270314465502416e+00 6.945367916335351000e-01 3.937942353068618617e-01 4.833574415452843720e-01 3.504768203683664152e-01 1.832703428503913157e-01 4.188862489790736721e-01 9.931453845741589070e-01 6.509798690458179493e+00
8.596139342345011869e+00 3.682710209764702824e+01 7.793448623404945863e+01 4.320197372615020726e+01 8.419622897547162665e+01 1.520244802798358421e+02 4.580650384612510493e+02 5.275894065764360903e+02 1.046923564271497353e+00 2.318447912035659808e+00 6.331222815757152345e-02 5.994427064339628686e+00 5.422771319173845805e-01 4.590916522144810941e+00 6.270286825067066694e+00 6.912461538625270796e-01 3.953789852403087890e-01 4.809759807908452478e-01 3.515069263387154974e-01 1.867623858236966417e-01 4.183071509848432235e-01 9.992336528685057395e-01 6.482858485004585170e+00
8.606292287084141179e+00 3.682816776666984282e+01 7.793534654337211975e+01 4.319738820048117844e+01 8.417541016191907488e+01 1.520364947049704938e+02 4.580597931734275789e+02 5.275806223371057513e+02 1.034034187084670542e+00 2.296247890967841876e+00 6.194806984877496148e-02 5.999886136802259351e+00 5.269871644941268585e-01 4.586035207421179649e+00 6.273745180717268610e+00 6.891492034351275331e-01 3.873000394009017411e-01 4.836237347798906794e-01 3.452168287899328725e-01 1.805436902627082230e-01 4.143488556869781014e-01 9.982821627458271507e-01 6.459753284133017637e+00
8.614310122701450467e+00 3.683717293819113792e+01 7.794090009932679664e+01 4.320475690954588543e+01 8.417364041235707361e+01 1.520412134107231168e+02 4.580396083044461193e+02 5.275937945371607611e+02 1.027511271314864638e+00 2.300158885440692025e+00 6.310761899693825838e-02 5.976191220078094446e+00 5.218233953032744843e-01 4.576587951017551781e+00 6.282124567454657083e+00 6.925053217724189691e-01 3.910775111463781761e-01 4.824068801372794479e-01 3.514470779259581956e-01 1.875901621861009727e-01 4.180417829636724480e-01 9.969933368725468759e-01 6.421112721995503314e+00
8.616505324446908531e+00 3.683690095288853428e+01 7.792578603228531620e+01 4.319347107256095342e+01 8.417482174642564985e+01 1.520140608263731110e+02 4.580422443030236650e+02 5.275733275491060112e+02 1.040282462846573885e+00 2.291737088215394458e+00 6.694352192759013553e-02 5.978744811839765916e+00 5.085067975346361235e-01 4.566509139273237317e+00 6.289921658338708532e+00 6.811138821609844518e-01 3.976066939649310350e-01 4.854605714001066774e-01 3.520046178262319914e-01 1.879829875893772595e-01 4.187779380637202675e-01 9.921769100284389964e-01 6.375140651186785412e+00
8.587650451145471209e+00 3.684301235117501250e+01 7.792127550351384002e+01 4.319398533443521870e+01 8.414506625451545574e+01 1.520180502413344925e+02 4.580208166009687716e+02 5.275892949947390207e+02 1.022369307217273482e+00 2.294383691434230599e+00 6.245459669931389957e-02 5.979950324261618988e+00 4.849883421202534906e-01 4.544042176632613561e+00 6.311032625188630618e+00 6.876572384509047620e-01 3.992230552046331926e-01 4.849203782508724747e-01 3.484258623030319080e-01 1.839600135302431327e-01 4.163996313088761947e-01 9.997854986611244277e-01 6.335907808519274376e+00
