ts0__FREE	ts1__FREE	ts2__FREE	ts3__FREE	ts4__FREE	ts5__FREE	theta0__FREE	theta1__FREE	y0__FREE	y1__FREE	lambda0__FREE	lambda1__FREE	lambda2__FREE	lambda3__FREE	lambda4__FREE	p0__FREE	p1__FREE	p2__FREE	p3__FREE	p4__FREE	beta__FREE	fD__FREE	r__FREE
9.779569997568099637e+00 5.739945118736110174e+01 5.490901496083395728e+01 2.977829582363242622e+01 7.827404815905538271e+01 1.231575791341193167e+02 4.486845601439731581e+02 5.001462658203931824e+02 1.371999541799389766e+00 1.875287497299522821e+00 9.393996244162773124e+00 2.074170131125267769e-01 6.653252129264104753e-02 4.176838135762682702e-01 1.073625758913078876e+00 3.507302128291595045e-01 3.145584162689397667e-01 5.404644047088877912e-01 2.642596939495616137e-01 1.583297438877619423e-01 3.246121680433327050e-01 9.997785458138034320e-01 3.354843271042376340e+00
9.769506441982537481e+00 5.740000609415442057e+01 5.491637783326917344e+01 2.979895274939531902e+01 7.824399486042553065e+01 1.231536480274301368e+02 4.486756858435491608e+02 5.001397763454118035e+02 1.388713580714402429e+00 1.909668149116855451e+00 9.390950383123614742e+00 2.092727447030848231e-01 6.367745952029324474e-02 4.159993318631450832e-01 1.061929782439211101e+00 3.547211452123185116e-01 3.197978271027472341e-01 5.472993339285403547e-01 2.633658817109580386e-01 1.538703283388556387e-01 3.270092725087493379e-01 9.999354240104109115e-01 3.342647549426425169e+00
9.761828627002527625e+00 5.739495862804719906e+01 5.491142486301988157e+01 2.981238980183111309e+01 7.824654081765717706e+01 1.231694868354823740e+02 4.486818877392311720e+02 5.001274193834205448e+02 1.383856056647898125e+00 1.957419690097184306e+00 9.383781246184863534e+00 1.974984911892932182e-01 5.403823453550801736e-02 4.137690870666242970e-01 1.065862398101095732e+00 3.440561835258459933e-01 3.304383104154256512e-01 5.574474769232393712e-01 2.626824441871433713e-01 1.502872068108057069e-01 3.238225441188941067e-01 9.993461045211144977e-01 3.310156075225549444e+00
9.758562868772763466e+00 5.736201905491979858e+01 5.490668175815620344e+01 2.982342255480492454e+01 7.823625993745967833e+01 1.231584282787274987e+02 4.486837995724828829e+02 5.001036111293977342e+02 1.398711703221020786e+00 2.009438188412647541e+00 9.379902425612018035e+00 2.050074820134566989e-01 4.491598092407896037e-02 4.162841085920487294e-01 1.048186702765520950e+00 3.477067899433877174e-01 3.303274038155038506e-01 5.752728256842433163e-01 2.563951398995617526e-01 1.427166902895334599e-01 3.252834875647316326e-01 9.992258203389874360e-01 3.321259973799463250e+00
9.744293489934420904e+00 5.736269362312004461e+01 5.490292322882397968e+01 2.982415905931615541e+01 7.821688877517166816e+01 1.231480983665228592e+02 4.486781021978650301e+02 5.001161264243380060e+02 1.405578401122132393e+00 2.058101765187156040e+00 9.380194680711454680e+00 2.120046172053444145e-01 4.007345955725535869e-02 4.077113307186387425e-01 1.044941770060317188e+00 3.427836854668450117e-01 3.501488356628649767e-01 5.774050760377934521e-01 2.596634365196471839e-01 1.340944871864202803e-01 3.260623793002239701e-01 9.997404652688932636e-01 3.306663320578581367e+00
9.740953116902632658e+00 5.736987555499838010e+01 5.490231945147607462e+01 2.980733203503508832e+01 7.819590875785526407e+01 1.231421526122502996e+02 4.486725312463996147e+02 5.001113321974642076e+02 1.423917346220324953e+00 2.060560494741044746e+00 9.383222266235659248e+00 2.050383081816139763e-01 3.853992647054324538e-02 4.152670425849839808e-01 1.058924483449435350e+00 3.484308691017462545e-01 3.517897080384414510e-01 5.883024584441555183e-01 2.640130629115770566e-01 1.388436941166471261e-01 3.268044182929318309e-01 9.999143951964525323e-01 3.301804384906844803e+00
9.730553160119407963e+00 5.736108078248264519e+01 5.490802699439783652e+01 2.980856334629422477e+01 7.819522905389517575e+01 1.231434123184521496e+02 4.486859178189176305e+02 5.001033390650529782e+02 1.420996662672678879e+00 2.077213218818907858e+00 9.376596009785059138e+00 2.038154324723955857e-01 3.133033662923142421e-02 4.110873126221969986e-01 1.051100163451265557e+00 3.487172816560590860e-01 3.570884555049514408e-01 6.083727522472184290e-01 2.622762736692323959e-01 1.367200181651165858e-01 3.279260294655315100e-01 9.990560726662235380e-01 3.294641868628939374e+00
9.730582542970964255e+00 5.736699760147679683e+01 5.491623718939383991e+01 2.980903154859114679e+01 7.818499279147108894e+01 1.231418152723143038e+02 4.486755587005564507e+02 5.001254548761770025e+02 1.430438008509583581e+00 2.074636840038477814e+00 9.374141801156540055e+00 2.074073943920614060e-01 3.271160877569902897e-02 4.137768747767791022e-01 1.056585301710560421e+00 3.543848208631283359e-01 3.458240964611393742e-01 6.083113118831110500e-01 2.606678096374188680e-01 1.322116006859755111e-01 3.278678660105516784e-01 9.990297910251296765e-01 3.281998147513450981e+00
9.739905099265484978e+00 5.736536749872664842e+01 5.492364366869659875e+01 2.981451673955152160e+01 7.819157719295039044e+01 1.231338921610221888e+02 4.486734145189534502e+02 5.001315039543230228e+02 1.432933998547956778e+00 2.069159276035851036e+00 9.364305753244309471e+00 2.124624308316832300e-01 3.467031137132981639e-02 4.090113158045614594e-01 1.051164165493501779e+00 3.438095955310633278e-01 3.457501830957498967e-01 5.983067432556427034e-01 2.601001475027139298e-01 1.356612499993180010e-01 3.249272733395736079e-01 9.989986365647547384e-01 3.276356264302338062e+00
9.737343794960677812e+00 5.735182669011387446e+01 5.490846750382431907e+01 2.981536292655924925e+01 7.818443590221859552e+01 1.231349268077013335e+02 4.486776280836261321e+02 5.001312171207108008e+02 1.439817083102248318e+00 2.092491477746512007e+00 9.346682729445369375e+00 2.018189107171244612e-01 3.170754754931082858e-02 4.249815852525348769e-01 1.042274380810566559e+00 3.511667315682211465e-01 3.501650915159486566e-01 6.122262632101110880e-01 2.606463916044234885e-01 1.376753054095140594e-01 3.276567026270391647e-01 9.999939463791777117e-01 3.272833930664434288e+00
