ts0__FREE	ts1__FREE	ts2__FREE	ts3__FREE	ts4__FREE	ts5__FREE	theta0__FREE	theta1__FREE	y0__FREE	y1__FREE	lambda0__FREE	lambda1__FREE	lambda2__FREE	lambda3__FREE	lambda4__FREE	p0__FREE	p1__FREE	p2__FREE	p3__FREE	p4__FREE	beta__FREE	fD__FREE	r__FREE
7.878950048674466800e+00 6.700015773079354631e+01 3.507226517381786124e+01 4.927309118365696605e+01 1.138489680241247726e+02 1.284766988284713420e+02 4.199514502346404470e+02 5.053370051988096066e+02 1.140932211282432496e+00 2.146134401065169950e+00 9.635507178476549583e+00 2.874335841933312041e-01 4.138632844827088597e+00 5.189776409959224956e+00 2.762786039200419985e-01 3.603229773226462318e-01 3.173343804827505887e-01 3.149162086270161920e-01 1.411261412302541041e-01 1.099135345232047332e-02 3.008221558179428601e-01 9.991949038911318581e-01 2.527969887366742441e+00
7.894824275900645283e+00 6.699789540864740900e+01 3.507655278743893490e+01 4.927027701961168304e+01 1.138554826900872428e+02 1.284711409453179272e+02 4.199486074186064002e+02 5.053305676965709381e+02 1.120332335312395289e+00 2.127972610912861828e+00 9.642209620555933114e+00 2.774431601919410406e-01 4.127419564345830238e+00 5.188683649450562818e+00 2.655379751128131849e-01 3.580717719536191668e-01 3.147875747216882236e-01 3.160363341858590247e-01 1.419970175233644660e-01 2.245352577834065690e-03 2.996309427869830455e-01 9.997366497612876213e-01 2.511063309690086953e+00
7.886676096181166606e+00 6.699775489600567369e+01 3.506931484025408707e+01 4.927547066765599482e+01 1.138678374563965576e+02 1.284590893680849604e+02 4.199459945335610769e+02 5.053427082411680544e+02 1.131532145753836982e+00 2.150248030448412173e+00 9.654710565672843359e+00 2.504637071020370809e-01 4.129836715615317289e+00 5.192748764571954112e+00 2.522246350397256420e-01 3.527684660272981110e-01 3.268183186207868629e-01 3.124624236334678229e-01 1.395063927052672959e-01 4.557627642072330058e-03 3.003596123192623923e-01 9.999586142818593926e-01 2.478659524346256138e+00
7.890990105767453855e+00 6.700646883624361294e+01 3.503361216166181435e+01 4.926460598279555114e+01 1.138989081800032181e+02 1.284701037951776641e+02 4.199494297934297151e+02 5.053505314985733321e+02 1.127973175350245771e+00 2.122505003112935995e+00 9.676167547217261244e+00 2.380333727921780662e-01 4.176671994144610878e+00 5.208046298708538302e+00 2.495389258268832511e-01 3.638110669962907884e-01 3.152451790241843077e-01 3.184583817372018677e-01 1.440437034455955279e-01 1.258132317093423264e-03 2.988762390604196018e-01 9.986890358462406914e-01 2.412653584577030941e+00
7.888106260400264524e+00 6.702451391964234517e+01 3.501895773901625120e+01 4.925359201950119115e+01 1.138962557793221606e+02 1.284725711936656012e+02 4.199400240496912602e+02 5.053515355935636535e+02 1.099340834324213256e+00 2.121460449052105623e+00 9.675364992596692915e+00 2.288060157038461495e-01 4.165381053408679257e+00 5.202052193620428255e+00 2.610905533732476025e-01 3.550677932895763833e-01 3.338029501275051047e-01 3.147140643779476887e-01 1.481510329749088639e-01 6.818662595870468059e-03 3.006581671651352150e-01 9.969864773673199343e-01 2.380170433064347613e+00
7.893461267446706842e+00 6.702885706610125283e+01 3.500654711745546877e+01 4.926368986572715869e+01 1.139165477653550482e+02 1.284602193708772404e+02 4.199001207448715718e+02 5.053668488855346936e+02 1.082893819048489581e+00 2.115179175424316327e+00 9.709602779478734291e+00 1.987148806361463960e-01 4.185176584572637637e+00 5.215058364200317875e+00 2.434249187027793526e-01 3.552170111267633490e-01 3.349580438682873140e-01 3.136432972673765529e-01 1.465091871360221509e-01 2.966591606781626873e-03 2.997307488403799791e-01 9.999584406285808580e-01 2.310978148276147781e+00
7.877966948037338213e+00 6.703044958952690990e+01 3.495172224587605569e+01 4.924927149909863999e+01 1.139677642605101227e+02 1.284574859819988433e+02 4.198403859966062441e+02 5.053763465863136730e+02 1.084987260727307223e+00 2.095739354134349863e+00 9.757442331521156476e+00 1.407877206985019836e-01 4.210597408807362108e+00 5.245196831306529361e+00 2.321862431249470948e-01 3.362513499213669044e-01 3.602664655943319527e-01 3.100437518668959780e-01 1.471474160058836300e-01 2.592934362210257311e-03 2.974862350733599170e-01 9.942811837453728874e-01 2.138448528190815434e+00
7.895704846853280223e+00 6.707483224654095011e+01 3.488695094232689087e+01 4.928149396180091202e+01 1.140313271426330175e+02 1.284422145213052033e+02 4.197778529017481901e+02 5.053848725785436500e+02 1.080750353205165881e+00 2.092341382350046075e+00 9.816752539655871246e+00 5.025377505653246674e-02 4.253964283559720450e+00 5.304672483390288740e+00 2.191927877907050848e-01 3.375842021829901229e-01 3.931007656590893018e-01 3.104683252760111478e-01 1.473042508961043551e-01 1.103918540947678752e-02 2.936833296775434032e-01 9.990962900831773519e-01 1.887925002258488583e+00
7.901082022476507483e+00 6.710164962891938956e+01 3.485070711712067748e+01 4.928801091166593551e+01 1.140943508188850473e+02 1.284342538356820000e+02 4.197336516362119028e+02 5.053711363568230581e+02 1.073618348819023183e+00 2.068931187048498099e+00 9.852555250088551375e+00 2.405446058146264166e-02 4.308841878842587292e+00 5.356288197570859388e+00 2.192902007977423628e-01 3.623133038982478404e-01 4.221554761339939010e-01 3.156452868470662199e-01 1.510052118068993532e-01 1.145644969528736724e-03 2.973219327356615982e-01 9.960126417057993953e-01 1.661566484185462267e+00
7.910535067386131658e+00 6.712264411680490639e+01 3.481459100936219642e+01 4.926811714925251806e+01 1.141513788283665605e+02 1.284192130699815380e+02 4.196908409442014545e+02 5.053839531757925556e+02 1.066471295465972080e+00 2.050433489122510000e+00 9.893976657465900715e+00 2.064299806233927531e-02 4.358780500767714727e+00 5.368693362069654640e+00 1.909330913875964264e-01 3.729226695409894043e-01 4.329273187404601431e-01 3.197239307124500329e-01 1.517229046813232396e-01 8.735006221679312514e-04 3.001193737804079831e-01 9.997316560806672747e-01 1.483505803163168935e+00
7.921326152092113659e+00 6.718615982419599675e+01 3.474252169618159058e+01 4.926891147645615376e+01 1.141963352910948402e+02 1.284117411600064145e+02 4.196119605378053166e+02 5.053742124331311629e+02 1.077468957179018805e+00 2.031761649964413774e+00 9.916079061671990047e+00 1.105766702129038805e-02 4.408794372560149277e+00 5.410673873907397180e+00 1.932799456563766560e-01 3.896042934390308576e-01 4.827706623342778447e-01 3.228788761682933606e-01 1.544663581744449565e-01 3.381364180068856078e-03 3.059262992075405529e-01 9.983293432742067486e-01 1.254224466549727079e+00
7.892924601791841965e+00 6.723369480461256842e+01 3.467270621550571974e+01 4.927678360307196925e+01 1.142645488003167742e+02 1.284005276829369677e+02 4.195503974763759061e+02 5.053728345482996360e+02 1.084692180972004927e+00 2.048897307491648778e+00 9.958313763050989920e+00 4.309600619824919057e-03 4.470915245435477914e+00 5.466668127153293533e+00 1.785885573439000007e-01 4.008689256549063384e-01 5.197014158033661513e-01 3.218526444111330931e-01 1.539559198376739269e-01 5.303816759131340514e-03 3.075563577588010244e-01 9.996331180055237908e-01 9.809385895362630059e-01
7.906343267825950427e+00 6.726700264768876991e+01 3.462796093333134451e+01 4.929228972601856640e+01 1.142957116567173870e+02 1.283928384177013413e+02 4.194955429351519456e+02 5.053954469363826547e+02 1.082528224269983630e+00 2.043790859882745892e+00 9.966348152062309396e+00 1.080389736681976187e-02 4.515424959469744870e+00 5.488128902809732423e+00 1.873983543974631349e-01 3.816531115803351581e-01 5.341112406470914786e-01 3.189153858620012438e-01 1.603383305453296714e-01 7.381162980824674223e-03 3.037832204815223980e-01 9.972708033251361792e-01 8.416670773649957971e-01
7.907880717749527832e+00 6.727142418183181860e+01 3.463347759789214564e+01 4.930053136212336540e+01 1.143022988084935179e+02 1.283903441573514215e+02 4.194937149217525416e+02 5.054057133915920872e+02 1.094816051948418245e+00 2.034525809813596098e+00 9.975290563029046709e+00 1.039774375857739283e-02 4.523574741560244306e+00 5.491345041695786300e+00 1.901745421348589038e-01 3.696009517134248301e-01 5.459277575967085294e-01 3.167719640873015163e-01 1.544302494001252024e-01 1.585636045259944393e-02 3.007483911981148617e-01 9.962871675692666074e-01 8.076858237139736829e-01
7.898937597053977910e+00 6.728609083087984288e+01 3.460138291335698568e+01 4.930342186859787290e+01 1.143337612106551830e+02 1.283979004640376331e+02 4.194607554501615141e+02 5.053967773235851837e+02 1.103430501542401299e+00 2.028152200836006003e+00 9.976951575242461345e+00 1.257553524867016138e-02 4.541912741016092880e+00 5.529380127816851953e+00 1.956241568741838577e-01 3.645596283039700958e-01 5.541969398622046405e-01 3.127474051061468474e-01 1.478678098897656668e-01 1.887729629410386106e-03 3.014749020123306256e-01 9.983947781655505560e-01 7.053741861682870651e-01
7.920557912886254215e+00 6.727524771682774940e+01 3.462863412093177118e+01 4.930926608888891138e+01 1.143204689483933834e+02 1.283995789718542824e+02 4.194505870039147339e+02 5.054001101512167224e+02 1.104621251561362927e+00 2.023153853256991930e+00 9.960694267020736348e+00 2.018290541192608450e-02 4.565746571242840446e+00 5.538578879546377287e+00 1.980619857115351878e-01 3.531933353143898446e-01 5.276874736332904936e-01 3.136942506251294005e-01 1.528476000250473532e-01 8.534376263580827071e-03 3.013946955749787215e-01 9.982926291223706006e-01 7.003040521574789290e-01
7.943296098199090771e+00 6.726051452259726204e+01 3.462130818821109557e+01 4.929716547686656725e+01 1.143103326613947530e+02 1.284003281364374232e+02 4.194625428571032444e+02 5.053937848597170159e+02 1.097154129463516758e+00 2.031555859095787397e+00 9.952685867070176329e+00 1.711842106448949186e-02 4.563120617872263196e+00 5.516709893585824531e+00 1.778341339504478369e-01 3.451632691463311642e-01 5.339374287536376995e-01 3.098432179360748884e-01 1.478887695205578501e-01 5.600092701303396522e-03 2.969156089263476628e-01 9.976231200069983762e-01 7.492418936228359971e-01
7.943509366469348798e+00 6.726679798149312717e+01 3.464519136310554615e+01 4.928099940990762207e+01 1.142797974444990530e+02 1.283773721455489749e+02 4.194685630204341464e+02 5.053882430087705870e+02 1.086884598039911332e+00 2.034461572566047760e+00 9.952407534033458347e+00 1.464513687772951017e-02 4.542799871546375989e+00 5.524334465667128491e+00 1.953812152904162436e-01 3.452344261799701886e-01 5.312846496950823783e-01 3.106523592512321352e-01 1.467839270034229371e-01 4.232162301371503524e-03 2.957861377820347748e-01 9.965127755002679555e-01 7.657710785571605339e-01
7.928522732181599864e+00 6.727469417382047823e+01 3.463947816893566056e+01 4.928222125528890984e+01 1.142948409747558145e+02 1.283789136116477039e+02 4.194735269381358762e+02 5.053942698535155387e+02 1.096981741878854555e+00 2.039730949765313550e+00 9.941545715646665116e+00 1.392941330025273747e-02 4.534367828830074387e+00 5.518759300356276043e+00 1.791474632210265927e-01 3.513494580090998909e-01 5.366496533256102097e-01 3.141161854466492653e-01 1.461372646697376154e-01 5.140131234103710416e-03 2.980813365616647448e-01 9.938688154681519782e-01 7.465749349068427909e-01
7.947555039728847248e+00 6.727751296845414686e+01 3.465924123283465974e+01 4.927905299059501232e+01 1.142852401866401379e+02 1.283908267689198226e+02 4.194902194086562304e+02 5.053782530243300926e+02 1.101350618547638938e+00 2.055180432700186799e+00 9.932371893179141153e+00 1.485155161495824508e-02 4.520158680788340710e+00 5.517738288737107588e+00 1.780405487341307491e-01 3.546688935281970267e-01 5.354062645181598690e-01 3.136136173603628619e-01 1.458772427410539863e-01 1.029204202923627263e-02 2.995959704018356651e-01 9.945711793756680796e-01 8.241171445961502640e-01
7.965718646193937325e+00 6.733064022468460053e+01 3.465729861255471178e+01 4.926871326086266833e+01 1.142904744833929698e+02 1.283651614135003172e+02 4.194583780386812464e+02 5.053795290870943404e+02 1.102602662167855074e+00 2.029427332996842637e+00 9.939537310628976385e+00 1.114769272099669188e-02 4.550771327675638744e+00 5.513779800347911042e+00 1.803403095437090542e-01 3.516214848665261683e-01 5.518196976097042850e-01 3.087325652737922810e-01 1.506992447105536537e-01 1.448881258980856852e-02 2.956511824839241909e-01 9.980505454568724399e-01 7.286763566618028598e-01
7.958092071183980210e+00 6.733837794762055751e+01 3.465692070588236362e+01 4.926607481136662159e+01 1.142799892934798152e+02 1.283658747458271705e+02 4.194499802988512442e+02 5.053698989640964783e+02 1.087213808021830985e+00 2.030119422581798894e+00 9.945032786752625142e+00 9.965978430135299243e-03 4.544250828250826935e+00 5.511080364408136312e+00 1.737632773065105607e-01 3.661272710634232430e-01 5.621218917953888505e-01 3.072983366823046070e-01 1.445015318395982684e-01 7.436541332206196217e-03 3.009149008714850915e-01 9.982655520372759606e-01 7.658698774682352051e-01
7.956256428943641268e+00 6.733041439979777465e+01 3.464137282932865247e+01 4.926506883811131843e+01 1.143071698800235652e+02 1.283496283533489759e+02 4.194386400885859416e+02 5.053851225616366492e+02 1.081124538966588000e+00 2.026119291114613752e+00 9.963097768958581568e+00 1.027823425117405792e-02 4.570268507170147210e+00 5.512975246435768639e+00 1.907655771802210243e-01 3.741249293727657022e-01 5.724646868276465073e-01 3.208071814880393835e-01 1.545823760835584315e-01 9.648482049053060117e-03 3.033579382671182656e-01 9.981164705725494857e-01 7.010639996694975062e-01
7.950929991542908581e+00 6.733500278400715899e+01 3.463090779306102718e+01 4.925954084166357916e+01 1.142906378001354000e+02 1.283532437335889824e+02 4.194444502315787986e+02 5.053872501677304854e+02 1.067211771361183725e+00 2.041178899160948745e+00 9.947113248633652205e+00 1.271999354098122051e-02 4.569400368919770195e+00 5.486734853217431152e+00 1.891331806409770888e-01 3.731375216797688243e-01 5.621101566715779319e-01 3.204996185055046798e-01 1.576431477153163729e-01 6.248315065136909700e-03 3.044294841657728123e-01 9.945606445737374957e-01 7.168692212719339762e-01
7.942050852564460861e+00 6.731821533652924927e+01 3.465326193897849549e+01 4.925725054442090567e+01 1.142774819682167617e+02 1.283731802343730806e+02 4.194660229294554483e+02 5.053847957343844541e+02 1.066452359413310402e+00 2.046934888618281434e+00 9.939346768490390005e+00 1.758286809329018263e-02 4.565512526492651268e+00 5.470721368543064678e+00 1.987313399756603371e-01 3.712230473163767863e-01 5.541494993895587085e-01 3.185260624553000186e-01 1.633111163902462581e-01 1.364593456209405378e-02 3.051696112425119067e-01 9.997412527973418284e-01 7.938083145127042828e-01
